-1.740807382978544204e+00,9.360320204339808159e-01,8.289749170267439460e-02,-2.150223985865911680e-01,-1.131252860531692384e-02,-6.612055687412252136e-02
3.667702214416507012e+00,8.802699134598556130e-01,3.696175182234719414e-01,-2.926435933542124168e-01,1.455031343927478127e-01,-4.384156035907144783e-02
-1.468095116857527360e+00,-2.251011252039833543e+00,2.736338679621871939e-01,-1.010714610558709481e-01,-7.568892088987531908e-02,-4.455991757929610858e-02
6.539017113735398068e-01,6.380913862978532247e-01,-3.625705876421691370e-02,-1.404331984301858960e-01,-7.818537124930392823e-02,-4.416058542736086417e-02
-6.247680213477934119e-01,1.976895062043632079e+00,-4.728372940947937475e-01,-2.505443707249248031e-01,-1.021811750102077504e-01,3.361304835050881595e-02
-2.178541918149963674e+00,1.268664601902502742e+00,-1.199107732851734526e-01,-1.116684302629292330e-01,-7.966349563673877365e-02,-1.300590704610974507e-02
3.343815589259307774e+00,-7.309908471598914881e-01,2.696337242392837230e-01,-1.895568019299915807e-01,-7.684358216738602920e-02,1.909073668247555922e-02
-2.071699528354288500e+00,2.089916081645661339e-01,1.252343478221062734e+00,-1.714058072295511492e-01,-8.502912340542034819e-02,3.289759242810479101e-02
-2.445112971220146925e+00,-1.689149931761046997e+00,-6.223901545251468992e-01,-4.679383866095818689e-01,5.344404473264404570e-02,8.990240293327653870e-03
2.240169004133393038e+00,-2.733174072308509617e-01,-2.964501353740186737e-02,-3.641638967768363599e-01,1.434167499506928088e-02,4.411986304956527771e-02
3.301731651792172428e+00,-5.944587050353047353e-01,-3.346983239267844468e-01,5.846193289206264021e-02,-2.033457077090894960e-01,-2.141791542706983353e-02
