-3.717328847431842220e+00,-5.629735914774561811e-01,4.769500431425521825e-01,-6.634786682358696785e-02,3.366921286940988828e-02,-2.508376321194323924e-02
-5.934571568435237587e+00,5.990386953902827605e-01,7.280379930151112400e-02,2.170402273911664903e-01,8.780219340473324752e-02,-2.670861473388146026e-03
2.754589926047184889e+00,2.467721344135157414e-03,1.175655892588688273e-01,3.358682896456129940e-01,-9.512791200546580339e-02,9.685127965796586774e-03
1.469097982833534655e+00,-6.103918016792506673e-01,-6.235430423787703402e-01,1.651493095156748303e-01,7.223091663299878624e-03,-2.825933811565801979e-02
5.534665461108116524e+00,-5.098278618891479708e-01,-5.088472169658516675e-01,-9.185984082069449663e-02,8.522583328511111611e-02,1.960189963044631570e-02
1.454701025658665214e+00,6.689231309357944744e-01,4.605774065676161017e-02,1.246238279877892874e-01,-2.447198240462365379e-02,-3.802526078173679852e-02
-6.817007522620122550e+00,-1.076029659560064466e+00,1.761482020347264199e-01,-5.027910512830085360e-02,1.206847720367543696e-02,1.381450159660410626e-02
-6.108479874602528170e+00,2.535388807943078637e-01,-3.456291536466383207e-01,1.007142655394390740e-01,3.024910909481128701e-02,2.825513550711656122e-02
-2.203900911620287340e-01,-1.050428076970789659e+00,1.226598403466861997e-01,-2.297261154662176563e-02,-9.702114476346999916e-02,-3.122490509402806730e-02
3.198993854589545105e+00,9.451037171586963437e-01,2.036789491701490040e-01,5.905337243540140224e-02,3.916698297368595427e-02,-1.983858775212157810e-02
-2.015982563381509163e+00,6.628111449691577173e-01,-7.117088768205598326e-01,-1.594763562816469971e-01,-3.950123281703536715e-02,-3.239334484895337735e-02
4.689085245383250111e+00,-1.357468838334768835e+00,1.747713373775906243e-01,6.845152708562368682e-02,1.390642497968131719e-01,-2.573215881382660483e-02
3.763131224545348097e+00,-2.324184823592839455e-01,-7.760757908149157336e-02,8.724386970618006054e-02,2.647889610667638911e-03,4.071242433605355704e-02
4.299805743934358659e+00,1.407845650509031543e+00,3.985555375422801250e-01,-1.284958768036694454e-01,2.340418294233151397e-02,7.051454257427544961e-03
-2.749634618700862454e+00,8.429983600638207841e-01,-1.220399054207843281e-01,5.057713049028335350e-02,9.469925136872800464e-02,-1.736548260747816652e-02
