-4.142240216640471040e+00,-2.642093682845862546e+00,1.419787901776860435e-02,-1.138792571218889549e-01,8.418570545522015280e-02,6.183869455517191499e-02
-2.559777659722162202e+00,-1.105731730447055972e+00,3.646833993311369981e-02,6.618739062419556340e-01,-6.045458452891803308e-02,-2.805206530400513459e-02
-1.318329906784578398e+00,2.111810067973616256e+00,3.647284594668858126e-01,1.211701407261198404e-01,2.699441677295955425e-02,1.770752589287105314e-02
-1.445096690091114855e+00,2.323693246924395162e+00,5.600687185719708250e-01,4.651179101496485252e-02,-2.447268691411489880e-02,4.159501509772132836e-03
-3.303373149456665936e-01,2.110107109722727969e+00,-1.305551864915827753e+00,1.672109385814265492e-01,4.059145166682547328e-04,4.012852391157791659e-02
-1.421775963349797500e+00,1.771442370009338685e+00,-1.243395022228966917e-01,6.062641903278744027e-02,-4.863642543307809124e-02,2.765234449198556224e-02
-2.304085326679409906e+00,-7.018542340038828042e-01,-3.555622406847636641e-01,2.426054446108671381e-01,9.335523853748327328e-03,-1.234719763074662580e-02
-3.003241496645213005e+00,-9.721965964908241276e-01,1.459286019277076032e-02,-1.985162114036324310e-01,-8.496997099393539810e-02,2.497265014977263428e-02
-2.011953688854854150e+00,-2.972630039544173486e-01,3.121552435264568492e-02,-6.797387957955310922e-01,-7.871307722606712964e-02,3.511344759367087537e-02
2.255320988331834187e+01,-6.897802602402244299e-01,2.239896809769486782e-02,6.320023552590973981e-02,-2.610143344748781097e-02,1.905808942779737072e-02
-1.646795463956677308e+00,-9.412060106211337374e-01,-8.787341573469129585e-01,-4.271691998578436844e-01,-4.094181517649036345e-02,-4.483158856619286897e-02
-3.026611827119038534e+00,-1.372860463568714051e+00,-4.771453297632481660e-02,7.221946436132377078e-01,-5.821455596677523742e-02,3.704417669685094311e-02
-2.203578747128977167e+00,-1.360368335575234677e-01,8.962696489409232026e-01,-1.103147187441870514e-01,-3.548143602351203074e-02,3.659666638488221716e-03
