6.342062444651307418e-01,5.712852370079975373e+00,1.778273200434251633e-01,-3.779715798157777251e-01,-5.173771067421185643e-01,1.495542421217244122e-01
2.405644391481412736e+00,1.499603414708672977e+00,-7.063922621822417425e-02,2.865422061135510234e-01,1.183947341170389078e-01,-5.348994101489133735e-02
1.509755830872725024e+00,4.265531311074097220e-01,-5.526400556648954909e-01,3.270905681718598856e-01,-1.792362819563421139e-01,2.023977010740143911e-02
3.639242928301773983e+00,-5.333635928034893281e-01,6.905273034488011996e-01,5.808405204197851501e-02,-2.665023663068219126e-02,-8.145184468205187919e-03
-4.887534600700856879e-01,-5.948675052703153998e-01,3.960808011131496387e-01,-6.796197115529173383e-02,-1.246033044173483206e-01,-1.925238864521677459e-02
-4.630685741231267194e+00,1.028863084676144624e+00,5.175774509326547257e-01,-4.442427675368078831e-03,9.905781615752258518e-02,-1.433463214153209986e-01
-1.476306544841300861e+00,-1.206340012686900054e-01,-1.385875156134946495e+00,1.067295635938597248e-01,-8.397297100088106647e-02,-4.827230248468444840e-02
-1.313389590731085077e+00,-1.005850648872277597e+00,-8.562365964987830314e-01,-3.106508942664150119e-01,-6.585531224786745144e-03,-2.137693072354592688e-02
2.205606977545012393e-01,1.263867757984470097e-01,5.016086048317355273e-01,3.658169540419149435e-01,2.543666191688861641e-02,1.880617438290146243e-02
1.121288768175452866e+00,-6.604560769273007947e-01,5.172346533800682711e-02,1.016964487506775983e-01,-3.988747785273762947e-01,-1.037291753330657901e-01
4.322287795608214189e+00,-5.063917210490410069e-03,5.949632680059276924e-01,2.627796091961844688e-02,1.072591662869131213e-01,1.284654504604478276e-01
4.276523897088329029e+00,2.995888529332404460e-01,2.700086052755392152e-01,-5.244937351543599302e-02,9.497090592426791350e-03,-4.622333251417574257e-02
2.578848850129593195e+00,-6.738531670628347126e-01,1.141383373107211163e+00,-2.210663170708988129e-02,-1.257264934968641834e-01,-9.034779823880768890e-02
1.150360444673743876e+00,1.076077959739546674e+00,-3.856227618605415075e-02,3.419283747669894513e-01,1.304147120594179865e-01,-5.809862201805746779e-02
7.889243970746702139e-01,-3.281201134573458189e-01,-7.339060594855391084e-01,4.052142916744889967e-02,-4.553700110729003853e-02,-3.783404040969444177e-03
1.951452354133668354e+00,8.648924609643932060e-02,-1.170515799887250852e+00,4.460321851232192381e-01,-2.574998963942201971e-02,8.880305494063558958e-02
1.887050643161532815e+00,-1.676857983191658574e+00,3.760728293252079135e-01,-4.302213248351718228e-02,-3.624403797875994648e-01,-1.130009489507959874e-01
